stain_condition,n_tss,rgb_mean_r_var_across_tss,rgb_mean_g_var_across_tss,rgb_mean_b_var_across_tss,rgb_std_r_var_across_tss,rgb_std_g_var_across_tss,rgb_std_b_var_across_tss,lab_mean_l_var_across_tss,lab_mean_a_var_across_tss,lab_mean_b_var_across_tss,lab_std_l_var_across_tss,lab_std_a_var_across_tss,lab_std_b_var_across_tss
macenko,38.0,211.18801040912632,17.010000290248346,5.320270415285168,110.95584573658289,1.693121197632068,0.4092409640851022,18.734866213115268,8.043481585503281,3.23203616072939,0.6956978320240459,2.0462184894582,0.90959292011426
raw,38.0,199.7214311731074,342.57156164993546,208.60011469027586,45.8994062640775,58.948666467315554,45.73112776436712,245.6659036849562,21.816839853322662,11.495477869969566,49.04545067119249,4.671677354333235,1.6536651741810846
delta_macenko_minus_raw,,11.46657923601893,-325.5615613596871,-203.2798442749907,65.05643947250539,-57.25554526968349,-45.32188680028202,-226.9310374718409,-13.77335826781938,-8.263441709240176,-48.349752839168445,-2.6254588648750348,-0.7440722540668246
percent_reduction_macenko_vs_raw,,-5.74128633500545,95.034614020988,97.44953619839347,-141.73699567748193,97.12780407242829,99.10511508442622,92.3738435281027,63.13177508942353,71.88428182552843,98.58152423414744,56.199490370193885,44.995339182570525
