target_tss,n_slides_used,lab_mean_l,lab_mean_a,lab_mean_b,lab_std_l,lab_std_a,lab_std_b,template_source
BH,141,186.14248385497018,145.77317252480393,121.47759437772399,37.35432924003949,9.14746397391321,4.3936022030722475,raw_BH_aggregate_mean
